id,title,description,priority_label,impact_annotation,urgency_annotation,category
BS-L-045,Feiner Haarriss Schlafzimmerwand,"Ein feiner Haarriss an der Schlafzimmerwand, ohne Ausweitung.",LOW,gering,gering,Bauliche Schäden
BS-L-046,Leichte Putzveränderung Außenwand,An der Außenwand wirkt der Putz leicht verändert.,LOW,gering,gering,Bauliche Schäden
BS-L-047,Kleine Stelle abgeplatzter Putz,"Eine kleine Stelle Putz ist abgeplatzt, keine Gefahr.",LOW,gering,gering,Bauliche Schäden
BS-L-048,Optische Risse am Deckenrand,Am Deckenrand sind leichte optische Risse sichtbar.,LOW,gering,gering,Bauliche Schäden
BS-L-049,Minimaler Riss im Flurboden,Im Flurboden ist ein minimaler Riss sichtbar.,LOW,gering,gering,Bauliche Schäden
BS-L-050,Kleine Putzunebenheit Treppe,An der Treppe ist eine kleine Putzunebenheit erkennbar.,LOW,gering,gering,Bauliche Schäden
BSCH-H-001,Rauchmelder defekt in Wohnung,Der Rauchmelder in der Wohnung reagiert nicht und muss sofort ersetzt werden.,HIGH,hoch,hoch,Brandschutz
BSCH-H-002,Rauchmelder ohne Funktion in Wohnung,Der Rauchmelder in der Wohnung reagiert nicht und ist umgehend zu prüfen und zu ersetzen.,HIGH,hoch,hoch,Brandschutz
BSCH-H-003,Fehlender Rauchmelder im Schlafzimmer,Im Schlafzimmer ist kein Rauchmelder vorhanden – akute Sicherheitslücke.,HIGH,hoch,hoch,Brandschutz
BSCH-H-004,Fehlender Rauchmelder im Schlafzimmer,Im Schlafzimmer ist kein Rauchmelder vorhanden – akute Sicherheitslücke.,HIGH,hoch,hoch,Brandschutz
BSCH-H-005,Brandmeldeanlage Totalausfall,"Die zentrale Brandmeldeanlage meldet Totalausfall, keine Alarmierung möglich.",HIGH,hoch,hoch,Brandschutz
BSCH-H-006,Brandmeldeanlage Totalausfall,"Die zentrale Brandmeldeanlage meldet Totalausfall, keine Alarmierung möglich.",HIGH,hoch,hoch,Brandschutz
BSCH-H-007,Fluchtweg blockiert,Der Fluchtweg ist durch abgestellte Gegenstände vollständig versperrt.,HIGH,hoch,hoch,Brandschutz
BSCH-H-008,Fluchtweg blockiert,Der Fluchtweg ist durch abgestellte Gegenstände vollständig versperrt.,HIGH,hoch,hoch,Brandschutz
BSCH-H-009,Notausgangstür lässt sich nicht öffnen,Die Notausgangstür ist defekt/verklemmt und kann nicht geöffnet werden.,HIGH,hoch,hoch,Brandschutz
BSCH-H-010,Notausgangstür lässt sich nicht öffnen,Die Notausgangstür ist defekt/verklemmt und kann nicht geöffnet werden.,HIGH,hoch,hoch,Brandschutz
BSCH-H-011,Brandschutztür schließt nicht,Die Brandschutztür schließt nicht selbstständig und bleibt offen stehen.,HIGH,hoch,hoch,Brandschutz
BSCH-H-012,Brandschutztür schließt nicht,Die Brandschutztür schließt nicht selbstständig und bleibt offen stehen.,HIGH,hoch,hoch,Brandschutz
BSCH-H-013,Feuerlöscher fehlt,Am vorgesehenen Standort fehlt ein Feuerlöscher vollständig.,HIGH,hoch,hoch,Brandschutz
BSCH-H-014,Feuerlöscher fehlt,Am vorgesehenen Standort fehlt ein Feuerlöscher vollständig.,HIGH,hoch,hoch,Brandschutz
BSCH-H-015,Feuerlöscher abgelaufen/leer,Der Feuerlöscher ist abgelaufen oder leer und damit unbrauchbar.,HIGH,hoch,hoch,Brandschutz
BSCH-H-016,Feuerlöscher abgelaufen/leer,Der Feuerlöscher ist abgelaufen oder leer und damit unbrauchbar.,HIGH,hoch,hoch,Brandschutz
BSCH-H-017,Notbeleuchtung ausgefallen,Die Notbeleuchtung funktioniert nicht – bei Stromausfall keine Orientierung.,HIGH,hoch,hoch,Brandschutz
BSCH-H-018,Notbeleuchtung ausgefallen,Die Notbeleuchtung funktioniert nicht – bei Stromausfall keine Orientierung.,HIGH,hoch,hoch,Brandschutz
BSCH-H-019,Offene elektrische Leitung,Offene/blanke Leitungen stellen eine akute Brandgefahr dar.,HIGH,hoch,hoch,Brandschutz
BSCH-H-020,Offene elektrische Leitung,Offene/blanke Leitungen stellen eine akute Brandgefahr dar.,HIGH,hoch,hoch,Brandschutz
BSCH-H-021,Rauchabzug defekt,Der Rauchabzug ist außer Betrieb – Rauch kann nicht abgeführt werden.,HIGH,hoch,hoch,Brandschutz
BSCH-H-022,Rauchabzug ohne Funktion,Der Rauchabzug ist außer Betrieb – Rauch kann nicht abgeführt werden.,HIGH,hoch,hoch,Brandschutz
BSCH-H-023,Brandabschottung beschädigt,Eine Brandschutzabschottung ist beschädigt/offen – Brandübertragung möglich.,HIGH,hoch,hoch,Brandschutz
BSCH-H-024,Brandabschottung beschädigt,Eine Brandschutzabschottung ist beschädigt/offen – Brandübertragung möglich.,HIGH,hoch,hoch,Brandschutz
BSCH-H-025,Brandlast im Treppenhaus,Brennbare Gegenstände/Möbel erhöhen die Brandlast im Treppenhaus.,HIGH,hoch,hoch,Brandschutz
BSCH-H-026,Brandlast im Treppenhaus,Brennbare Gegenstände/Möbel erhöhen die Brandlast im Treppenhaus.,HIGH,hoch,hoch,Brandschutz
BSCH-H-027,Brandgefährliche Lagerung im Keller,Entzündliche Stoffe werden unsachgemäß gelagert – akute Brandgefahr.,HIGH,hoch,hoch,Brandschutz
BSCH-H-028,Brandgefährliche Lagerung im Keller,Entzündliche Stoffe werden unsachgemäß gelagert – akute Brandgefahr.,HIGH,hoch,hoch,Brandschutz
BSCH-H-029,Brandmeldezentrale offline,Die Brandmeldezentrale ist offline und zeigt keine Auswertung/Alarmierung.,HIGH,hoch,hoch,Brandschutz
BSCH-H-030,Brandmeldezentrale offline,Die Brandmeldezentrale ist offline und zeigt keine Auswertung/Alarmierung.,HIGH,hoch,hoch,Brandschutz
BSCH-H-031,Manipulierter Brandmelder,Ein Brandmelder wurde manipuliert/abgedeckt und ist wirkungslos.,HIGH,hoch,hoch,Brandschutz
BSCH-H-032,Manipulierter Brandmelder,Ein Brandmelder wurde manipuliert/abgedeckt und ist wirkungslos.,HIGH,hoch,hoch,Brandschutz
BSCH-H-033,Notausgang schlecht gekennzeichnet,Notausgänge sind nicht oder unzureichend gekennzeichnet.,HIGH,hoch,hoch,Brandschutz
BSCH-H-034,Notausgang schlecht gekennzeichnet,Notausgänge sind nicht oder unzureichend gekennzeichnet.,HIGH,hoch,hoch,Brandschutz
BSCH-H-035,Defekte Fluchtwegbeleuchtung,Die Beleuchtung des Fluchtwegs ist vollständig ausgefallen.,HIGH,hoch,hoch,Brandschutz
BSCH-H-036,Defekte Fluchtwegbeleuchtung,Die Beleuchtung des Fluchtwegs ist vollständig ausgefallen.,HIGH,hoch,hoch,Brandschutz
BSCH-H-037,Brandschutzklappe blockiert,Eine Brandschutzklappe ist blockiert und schließt im Brandfall nicht.,HIGH,hoch,hoch,Brandschutz
BSCH-H-038,Brandschutzklappe blockiert,Eine Brandschutzklappe ist blockiert und schließt im Brandfall nicht.,HIGH,hoch,hoch,Brandschutz
BSCH-H-039,Rauchmelder Batterie leer,Die Batterie ist leer – Rauchmelder warnt nicht mehr.,HIGH,hoch,hoch,Brandschutz
BSCH-H-040,Rauchmelder Batterie leer,Die Batterie ist leer – Rauchmelder warnt nicht mehr.,HIGH,hoch,hoch,Brandschutz
BSCH-H-041,Defekter Brandmelder Tiefgarage,Brandmelder in der Tiefgarage ist ohne Funktion.,HIGH,hoch,hoch,Brandschutz
BSCH-H-042,Defekter Brandmelder Tiefgarage,Brandmelder in der Tiefgarage ist ohne Funktion.,HIGH,hoch,hoch,Brandschutz
BSCH-H-043,Fehlender Feuerlöscher Tiefgarage,In der Tiefgarage fehlt der Feuerlöscher an der vorgesehenen Stelle.,HIGH,hoch,hoch,Brandschutz
BSCH-H-044,Fehlender Feuerlöscher Tiefgarage,In der Tiefgarage fehlt der Feuerlöscher an der vorgesehenen Stelle.,HIGH,hoch,hoch,Brandschutz
BSCH-H-045,Notausgang verstellt (Fahrräder),Fahrräder/Abfall blockieren den Notausgang vollständig.,HIGH,hoch,hoch,Brandschutz
BSCH-H-046,Notausgang verstellt (Fahrräder),Fahrräder/Abfall blockieren den Notausgang vollständig.,HIGH,hoch,hoch,Brandschutz
BSCH-H-047,Defekte Brandschutzverglasung,Brandschutzverglasung ist beschädigt – Schutzwirkung nicht gewährleistet.,HIGH,hoch,hoch,Brandschutz
BSCH-H-048,Defekte Brandschutzverglasung,Brandschutzverglasung ist beschädigt – Schutzwirkung nicht gewährleistet.,HIGH,hoch,hoch,Brandschutz
BSCH-H-049,Heißes Kabel am Sicherungskasten,Am Sicherungskasten riecht es verschmort/Überhitzung erkennbar.,HIGH,hoch,hoch,Brandschutz
BSCH-H-050,Heißes Kabel am Sicherungskasten,Am Sicherungskasten riecht es verschmort/Überhitzung erkennbar.,HIGH,hoch,hoch,Brandschutz
BSCH-H-051,Defekter Brandmelder Tiefgarage – Bereich 1,Brandmelder in der Tiefgarage ist ohne Funktion. (Betroffen: Wohnung).,HIGH,hoch,hoch,Brandschutz
BSCH-H-052,Rauchmelder defekt in Wohnung – Bereich 2,Der Rauchmelder in der Wohnung reagiert nicht und muss sofort ersetzt werden. (Betroffen: Tiefgarage).,HIGH,hoch,hoch,Brandschutz
BSCH-H-053,Notbeleuchtung ausgefallen – Bereich 3,Die Notbeleuchtung funktioniert nicht – bei Stromausfall keine Orientierung. (Betroffen: Treppenhaus).,HIGH,hoch,hoch,Brandschutz
BSCH-H-054,Feuerlöscher abgelaufen/leer – Bereich 4,Der Feuerlöscher ist abgelaufen oder leer und damit unbrauchbar. (Betroffen: Treppenhaus).,HIGH,hoch,hoch,Brandschutz
BSCH-H-055,Defekte Brandschutzverglasung – Bereich 5,Brandschutzverglasung ist beschädigt – Schutzwirkung nicht gewährleistet. (Betroffen: Wohnung).,HIGH,hoch,hoch,Brandschutz
BSCH-H-056,Fehlender Feuerlöscher Tiefgarage – Bereich 6,In der Tiefgarage fehlt der Feuerlöscher an der vorgesehenen Stelle. (Betroffen: Tiefgarage).,HIGH,hoch,hoch,Brandschutz
BSCH-H-057,Defekte Fluchtwegbeleuchtung – Bereich 7,Die Beleuchtung des Fluchtwegs ist vollständig ausgefallen. (Betroffen: Wohnung).,HIGH,hoch,hoch,Brandschutz
BSCH-H-058,Brandschutzklappe blockiert – Bereich 8,Eine Brandschutzklappe ist blockiert und schließt im Brandfall nicht. (Betroffen: Keller).,HIGH,hoch,hoch,Brandschutz
BSCH-H-059,Fehlender Rauchmelder im Schlafzimmer – Bereich 9,Im Schlafzimmer ist kein Rauchmelder vorhanden – akute Sicherheitslücke. (Betroffen: Wohnung).,HIGH,hoch,hoch,Brandschutz
BSCH-H-060,Brandmeldeanlage Totalausfall – Bereich 10,"Die zentrale Brandmeldeanlage meldet Totalausfall, keine Alarmierung möglich. (Betroffen: Treppenhaus).",HIGH,hoch,hoch,Brandschutz
BSCH-H-061,Feuerlöscher abgelaufen/leer – Bereich 11,Der Feuerlöscher ist abgelaufen oder leer und damit unbrauchbar. (Betroffen: Gebäude).,HIGH,hoch,hoch,Brandschutz
BSCH-H-062,Rauchmelder Batterie leer – Bereich 12,Die Batterie ist leer – Rauchmelder warnt nicht mehr. (Betroffen: Wohnung).,HIGH,hoch,hoch,Brandschutz
BSCH-H-063,Defekte Fluchtwegbeleuchtung – Bereich 13,Die Beleuchtung des Fluchtwegs ist vollständig ausgefallen. (Betroffen: Treppenhaus).,HIGH,hoch,hoch,Brandschutz
BSCH-H-064,Notausgang verstellt (Fahrräder) – Bereich 14,Fahrräder/Abfall blockieren den Notausgang vollständig. (Betroffen: Tiefgarage).,HIGH,hoch,hoch,Brandschutz
BSCH-H-065,Notausgang verstellt (Fahrräder) – Bereich 15,Fahrräder/Abfall blockieren den Notausgang vollständig. (Betroffen: Gebäude).,HIGH,hoch,hoch,Brandschutz
BSCH-H-066,Brandgefährliche Lagerung im Keller – Bereich 16,Entzündliche Stoffe werden unsachgemäß gelagert – akute Brandgefahr. (Betroffen: Treppenhaus).,HIGH,hoch,hoch,Brandschutz
BSCH-H-067,Brandmeldezentrale offline – Bereich 17,Die Brandmeldezentrale ist offline und zeigt keine Auswertung/Alarmierung. (Betroffen: Gebäude).,HIGH,hoch,hoch,Brandschutz
BSCH-H-068,Notbeleuchtung ausgefallen – Bereich 18,Die Notbeleuchtung funktioniert nicht – bei Stromausfall keine Orientierung. (Betroffen: Dachboden).,HIGH,hoch,hoch,Brandschutz
BSCH-H-069,Rauchmelder defekt in Wohnung – Bereich 19,Der Rauchmelder in der Wohnung reagiert nicht und muss sofort ersetzt werden. (Betroffen: Dachboden).,HIGH,hoch,hoch,Brandschutz
BSCH-H-070,Brandschutztür schließt nicht – Bereich 20,Die Brandschutztür schließt nicht selbstständig und bleibt offen stehen. (Betroffen: Tiefgarage).,HIGH,hoch,hoch,Brandschutz
BSCH-H-071,Brandgefährliche Lagerung im Keller – Bereich 21,Entzündliche Stoffe werden unsachgemäß gelagert – akute Brandgefahr. (Betroffen: Gemeinschaftsfläche).,HIGH,hoch,hoch,Brandschutz
BSCH-H-072,Notbeleuchtung ausgefallen – Bereich 22,Die Notbeleuchtung funktioniert nicht – bei Stromausfall keine Orientierung. (Betroffen: Treppenhaus).,HIGH,hoch,hoch,Brandschutz
BSCH-H-073,Feuerlöscher fehlt – Bereich 23,Am vorgesehenen Standort fehlt ein Feuerlöscher vollständig. (Betroffen: Dachboden).,HIGH,hoch,hoch,Brandschutz
BSCH-H-074,Rauchabzug defekt – Bereich 24,Der Rauchabzug ist außer Betrieb – Rauch kann nicht abgeführt werden. (Betroffen: Wohnung).,HIGH,hoch,hoch,Brandschutz
BSCH-H-075,Brandmeldeanlage Totalausfall – Bereich 25,"Die zentrale Brandmeldeanlage meldet Totalausfall, keine Alarmierung möglich. (Betroffen: Keller).",HIGH,hoch,hoch,Brandschutz
BSCH-H-076,Fluchtweg blockiert – Bereich 26,Der Fluchtweg ist durch abgestellte Gegenstände vollständig versperrt. (Betroffen: Gemeinschaftsfläche).,HIGH,hoch,hoch,Brandschutz
BSCH-H-077,Brandabschottung beschädigt – Bereich 27,Eine Brandschutzabschottung ist beschädigt/offen – Brandübertragung möglich. (Betroffen: Gebäude).,HIGH,hoch,hoch,Brandschutz
BSCH-H-078,Notbeleuchtung ausgefallen – Bereich 28,Die Notbeleuchtung funktioniert nicht – bei Stromausfall keine Orientierung. (Betroffen: Dachboden).,HIGH,hoch,hoch,Brandschutz
BSCH-H-079,Fehlender Rauchmelder im Schlafzimmer – Bereich 29,Im Schlafzimmer ist kein Rauchmelder vorhanden – akute Sicherheitslücke. (Betroffen: Tiefgarage).,HIGH,hoch,hoch,Brandschutz
BSCH-H-080,Brandmeldezentrale offline – Bereich 30,Die Brandmeldezentrale ist offline und zeigt keine Auswertung/Alarmierung. (Betroffen: Gebäude).,HIGH,hoch,hoch,Brandschutz
BSCH-H-081,Fluchtweg blockiert – Bereich 31,Der Fluchtweg ist durch abgestellte Gegenstände vollständig versperrt. (Betroffen: Keller).,HIGH,hoch,hoch,Brandschutz
BSCH-H-082,Brandmeldeanlage Totalausfall – Bereich 32,"Die zentrale Brandmeldeanlage meldet Totalausfall, keine Alarmierung möglich. (Betroffen: Gebäude).",HIGH,hoch,hoch,Brandschutz
BSCH-H-083,Offene elektrische Leitung – Bereich 33,Offene/blanke Leitungen stellen eine akute Brandgefahr dar. (Betroffen: Dachboden).,HIGH,hoch,hoch,Brandschutz
BSCH-H-084,Defekter Brandmelder Tiefgarage – Bereich 34,Brandmelder in der Tiefgarage ist ohne Funktion. (Betroffen: Gebäude).,HIGH,hoch,hoch,Brandschutz
BSCH-H-085,Brandabschottung beschädigt – Bereich 35,Eine Brandschutzabschottung ist beschädigt/offen – Brandübertragung möglich. (Betroffen: Gebäude).,HIGH,hoch,hoch,Brandschutz
BSCH-H-086,Feuerlöscher fehlt – Bereich 36,Am vorgesehenen Standort fehlt ein Feuerlöscher vollständig. (Betroffen: Tiefgarage).,HIGH,hoch,hoch,Brandschutz
BSCH-H-087,Brandmeldeanlage Totalausfall – Bereich 37,"Die zentrale Brandmeldeanlage meldet Totalausfall, keine Alarmierung möglich. (Betroffen: Wohnung).",HIGH,hoch,hoch,Brandschutz
BSCH-H-088,Fehlender Feuerlöscher Tiefgarage – Bereich 38,In der Tiefgarage fehlt der Feuerlöscher an der vorgesehenen Stelle. (Betroffen: Treppenhaus).,HIGH,hoch,hoch,Brandschutz
BSCH-H-089,Heißes Kabel am Sicherungskasten – Bereich 39,Am Sicherungskasten riecht es verschmort/Überhitzung erkennbar. (Betroffen: Gemeinschaftsfläche).,HIGH,hoch,hoch,Brandschutz
BSCH-H-090,Brandmeldeanlage Totalausfall – Bereich 40,"Die zentrale Brandmeldeanlage meldet Totalausfall, keine Alarmierung möglich. (Betroffen: Dachboden).",HIGH,hoch,hoch,Brandschutz
BSCH-M-001,Rauchmelder piept gelegentlich,"Der Rauchmelder gibt sporadisch Pieptöne ab, vermutlich Batteriewarnung.",MEDIUM,mittel,mittel,Brandschutz
BSCH-M-002,Rauchmelder piept gelegentlich,"Der Rauchmelder gibt sporadisch Pieptöne ab, vermutlich Batteriewarnung.",MEDIUM,mittel,mittel,Brandschutz
BSCH-M-003,Batteriestand Rauchmelder schwach,"Der Rauchmelder zeigt eine schwache Batterie, Austausch zeitnah erforderlich.",MEDIUM,mittel,mittel,Brandschutz
BSCH-M-004,Batteriestand Rauchmelder schwach,"Der Rauchmelder zeigt eine schwache Batterie, Austausch zeitnah erforderlich.",MEDIUM,mittel,mittel,Brandschutz
BSCH-M-005,Notbeleuchtung flackert,"Die Notbeleuchtung flackert zeitweise, Funktion sollte geprüft werden.",MEDIUM,mittel,mittel,Brandschutz
BSCH-M-006,Notbeleuchtung flackert,"Die Notbeleuchtung flackert zeitweise, Funktion sollte geprüft werden.",MEDIUM,mittel,mittel,Brandschutz
BSCH-M-007,Notausgangsschild locker,Ein Notausgangsschild ist locker befestigt und könnte abfallen.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-008,Notausgangsschild locker,Ein Notausgangsschild ist locker befestigt und könnte abfallen.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-009,Feuerlöscher Prüfsiegel fehlt,Am Feuerlöscher fehlt das aktuelle Prüfsiegel/Prüfdatum.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-010,Feuerlöscher Prüfsiegel fehlt,Am Feuerlöscher fehlt das aktuelle Prüfsiegel/Prüfdatum.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-011,Brandschutztür schließt verzögert,Die Brandschutztür schließt langsam oder hakt leicht.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-012,Brandschutztür schließt verzögert,Die Brandschutztür schließt langsam oder hakt leicht.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-013,Brandschutzdichtung beschädigt,Die Dichtung einer Brandschutztür ist teilweise beschädigt.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-014,Brandschutzdichtung beschädigt,Die Dichtung einer Brandschutztür ist teilweise beschädigt.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-015,Fluchtplan veraltet,Der ausgehängte Flucht- und Rettungsplan ist nicht mehr aktuell.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-016,Fluchtplan veraltet,Der ausgehängte Flucht- und Rettungsplan ist nicht mehr aktuell.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-017,Fluchtwegmarkierung unklar,Die Markierung des Fluchtwegs ist schlecht erkennbar.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-018,Fluchtwegmarkierung unklar,Die Markierung des Fluchtwegs ist schlecht erkennbar.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-019,Rauchmelder verschmutzt,"Der Rauchmelder ist sichtbar verschmutzt, Reinigung/Wartung nötig.",MEDIUM,mittel,mittel,Brandschutz
BSCH-M-020,Rauchmelder verschmutzt,"Der Rauchmelder ist sichtbar verschmutzt, Reinigung/Wartung nötig.",MEDIUM,mittel,mittel,Brandschutz
BSCH-M-021,Feuerlöscher schlecht erreichbar,Der Feuerlöscher ist durch Gegenstände schwer erreichbar.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-022,Feuerlöscher schlecht erreichbar,Der Feuerlöscher ist durch Gegenstände schwer erreichbar.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-023,Notausgang schwer auffindbar,Der Notausgang ist schlecht ausgeschildert und schwer zu finden.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-024,Notausgang schwer auffindbar,Der Notausgang ist schlecht ausgeschildert und schwer zu finden.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-025,Brandschutzklappe schwergängig,Die Brandschutzklappe lässt sich schwer bewegen.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-026,Brandschutzklappe schwergängig,Die Brandschutzklappe lässt sich schwer bewegen.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-027,Brandschutzprüfung überfällig,Die regelmäßige Brandschutzprüfung ist überfällig.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-028,Brandschutzprüfung überfällig,Die regelmäßige Brandschutzprüfung ist überfällig.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-029,Rauchmelder zu empfindlich,Der Rauchmelder löst zu schnell aus (Fehlalarme).,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-030,Rauchmelder zu empfindlich,Der Rauchmelder löst zu schnell aus (Fehlalarme).,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-031,Notbeleuchtung sehr dunkel,"Die Notbeleuchtung ist ungewöhnlich dunkel, Austausch notwendig.",MEDIUM,mittel,mittel,Brandschutz
BSCH-M-032,Notbeleuchtung sehr dunkel,"Die Notbeleuchtung ist ungewöhnlich dunkel, Austausch notwendig.",MEDIUM,mittel,mittel,Brandschutz
BSCH-M-033,Feuerlöscher Halterung locker,Die Halterung des Feuerlöschers ist locker.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-034,Feuerlöscher Halterung locker,Die Halterung des Feuerlöschers ist locker.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-035,Brandschutzschild beschädigt,Ein Brandschutzschild ist beschädigt/teilweise unleserlich.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-036,Brandschutzschild beschädigt,Ein Brandschutzschild ist beschädigt/teilweise unleserlich.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-037,Rauchmelder Wartung fällig,Die Wartung des Rauchmelders ist fällig bzw. überfällig.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-038,Rauchmelder Wartung fällig,Die Wartung des Rauchmelders ist fällig bzw. überfällig.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-039,Fluchtwegbeleuchtung gedimmt,Die Beleuchtung des Fluchtwegs ist deutlich gedimmt.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-040,Fluchtwegbeleuchtung gedimmt,Die Beleuchtung des Fluchtwegs ist deutlich gedimmt.,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-041,Fluchtplan veraltet – Bereich 1,Der ausgehängte Flucht- und Rettungsplan ist nicht mehr aktuell. (Betroffen: Dachboden).,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-042,Notausgangsschild locker – Bereich 2,Ein Notausgangsschild ist locker befestigt und könnte abfallen. (Betroffen: Keller).,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-043,Fluchtwegmarkierung unklar – Bereich 3,Die Markierung des Fluchtwegs ist schlecht erkennbar. (Betroffen: Keller).,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-044,Notausgang schwer auffindbar – Bereich 4,Der Notausgang ist schlecht ausgeschildert und schwer zu finden. (Betroffen: Treppenhaus).,MEDIUM,mittel,mittel,Brandschutz
BSCH-M-045,Notausgang schwer auffindbar – Bereich 5,Der Notausgang ist schlecht ausgeschildert und schwer zu finden. (Betroffen: Gemeinschaftsfläche).,MEDIUM,mittel,mittel,Brandschutz
